2770 1866 904
2392 1575 817
2148 1393 755
2053 1320 733
1941 1243 698
1884 1197 687
1762 1103 659
1703 1066 637
1654 1041 613
1593 991 602
1552 966 586
1539 958 581
1467 912 555
1419 875 544
1396 866 530
1386 853 533
1398 859 539
1326 815 511
1306 797 509
1296 792 503
1276 776 500
1248 755 493
1234 743 490
1186 718 468
1202 723 479
1180 712 468
1153 695 457
1141 688 451
1118 672 445
1116 676 438
1101 663 436
1111 662 448
1082 646 433
1057 628 427
1048 623 421
1056 628 425
1051 618 431
1008 593 414
1049 618 427
959 569 385
949 557 387
957 563 385
964 564 394
893 524 359
912 533 372
923 541 371
887 512 365
885 521 356
874 507 354
855 496 350
857 501 342
846 490 344
847 490 343
837 479 342
799 461 324
807 462 330
807 460 331
772 437 316
748 428 301
785 448 317
767 439 307
756 428 304
733 410 299
717 401 285
723 405 287
679 382 265
686 386 272
690 386 274
720 400 292
672 368 265
668 374 262
671 373 264
638 353 252
634 349 242
661 361 260
601 329 231
634 345 244
580 315 215
609 335 224
578 318 207
555 302 197
560 309 200
577 309 208
576 312 207
551 298 198
527 280 181
539 287 190
545 291 193
518 277 175
545 291 187
515 273 180
483 258 160
507 266 168
483 255 159
445 232 133
511 273 170
477 255 158
440 227 130
