1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1199 1099 100
1199 1099 100
1200 1100 100
1197 1097 100
1198 1098 100
1193 1093 100
1194 1094 100
1186 1086 100
1190 1090 100
1187 1087 100
1186 1086 100
1184 1084 100
1173 1073 100
1181 1081 100
1162 1062 100
1166 1066 100
1159 1059 100
1170 1070 100
1152 1052 100
1150 1050 100
1137 1037 100
1127 1027 100
1120 1020 100
1136 1036 100
1120 1020 100
1105 1005 100
1095 995 100
1077 977 100
1070 970 100
1084 984 100
1058 958 100
1055 955 100
1054 954 100
1031 931 100
1030 930 100
1017 917 100
998 898 100
992 892 100
973 873 100
973 873 100
948 848 100
943 843 100
937 837 100
926 826 100
915 815 100
905 805 100
879 779 100
852 752 100
849 749 100
852 752 100
841 741 100
840 740 100
813 713 100
790 690 100
755 655 100
791 691 100
764 664 100
737 637 100
736 636 100
720 620 100
713 613 100
705 605 100
679 579 99
672 572 100
661 561 100
645 545 99
616 516 100
611 511 100
597 497 100
591 491 99
571 471 99
564 464 98
560 460 99
528 428 98
527 427 98
550 450 98
498 398 97
466 366 97
473 373 98
471 371 98
440 340 94
467 367 95
443 343 93
406 306 92
415 315 90
415 315 97
438 338 95
