1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
1200 1100 100
200 100 0
