2460 1616 844
2060 1344 716
1948 1232 716
1948 1232 716
1716 1112 604
1612 1008 604
1612 1008 604
1612 1008 604
1612 1008 604
1612 1008 604
1400 900 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1300 800 500
1100 700 400
1098 698 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
1000 600 400
800 500 300
799 499 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
700 400 300
200 100 0
