502 301 201
502 301 201
501 300 201
502 301 201
493 296 197
488 294 194
490 294 196
486 293 193
488 294 194
482 291 191
475 287 188
480 290 190
477 287 190
464 280 184
468 283 185
467 283 184
471 283 188
475 287 188
457 277 180
458 276 182
467 282 185
464 280 184
456 277 179
449 271 176
448 270 178
435 264 170
431 261 168
439 263 173
445 268 175
430 262 168
432 259 171
440 264 174
436 261 171
428 259 166
412 247 163
435 262 172
408 244 156
411 248 159
414 249 162
391 234 150
412 245 158
399 239 153
417 249 158
393 238 148
407 244 155
395 237 150
407 242 159
382 227 141
403 236 151
392 232 145
377 224 140
368 221 134
369 218 137
373 220 138
367 218 134
358 214 128
366 216 132
371 219 129
357 209 131
377 221 138
352 209 129
348 202 120
363 210 121
368 217 125
344 200 116
354 205 120
342 198 120
346 204 119
341 202 117
335 195 110
324 189 107
356 209 126
339 199 114
330 190 102
341 197 115
322 188 109
343 197 108
351 203 118
328 189 106
319 182 97
325 189 102
311 176 92
327 189 107
320 179 96
319 181 96
323 183 98
323 182 95
306 173 88
317 179 92
323 180 91
318 181 93
317 177 91
317 182 91
310 176 87
305 172 84
310 174 85
313 174 85
320 177 88
